ticker_year_month,ticker,industry,year,month,ret,log_scope1,log_scope2,log_total_emissions,log_energy_consumption,change_scope1,change_scope2,change_total_emissions,change_energy_consumption,scope1_int,scope2_int,total_emissions_int,energy_consumption_int,logsize,bm,leverage,mom,investa,roe,logppe,beta,volat,salesgr,epsgr,yearmonth
AGL_2009_01,AGL,91.0,2009,01,-0.03997456998551896,14.300246383530501,10.87583720514026,14.332295787946718,17.52329044330219,,,,,2.363806556804286,0.0769856751877948,2.4407922319920807,59.34200052407849,22.518246645418728,0.9711498858549594,0.1239886216476474,0.030751507626996945,-0.06540338915514626,-0.0853999999999999,21.600524637846807,0.3451,0.06653702195788877,0.1917254062555941,22.619310405721603,200901
AIO_2009_01,AIO,81.0,2009,01,-0.26170798898071623,13.841222163400168,11.351582314561465,13.920901573156986,16.52622274616618,,,,,3.651018504087467,0.3028148616267741,3.9538333657142415,53.51739566408972,21.210094298500696,1.3543744771586252,0.6220724920564068,-0.11881723458108076,-0.062455640960528615,0.0039,21.704653808845666,3.99,0.42705041197749904,-0.15036576914191843,-1.5485074626865665,200901
AMP_2009_01,AMP,104.0,2009,01,-0.027675276752767597,8.995412975433313,12.120155215416954,12.163165144518898,13.584176052186194,,,,,0.0071053558844256515,0.16167547568710358,0.16878083157152926,0.6989728682170542,23.341765582290062,0.1920506495463981,0.13748191027496381,-0.06749894653034978,0.0,0.2952,19.978825361998915,1.0059,0.08426791926189205,0.06360372215075796,1.1385199240986719,200901
AOE_2009_01,AOE,50.0,2009,01,-0.20522388059701502,12.702906844209402,10.580886376127934,12.816047434394049,15.220808207386192,,,,,4.819585550422059,0.5773350361356748,5.396920586557734,59.77510692611431,21.670279376412914,0.4503620728610344,0.1630824264735296,0.01071613681706306,-0.42446956989665663,-0.0206,20.280653225100377,1.69,0.1331636855260463,0.3828747582598715,23.03755868544601,200901
BKN_2009_01,BKN,43.0,2009,01,-0.1058394160583942,10.488520429241627,11.523924750428597,11.827787298395473,13.909681907729583,,,,,0.2934869777977972,0.8265311377739919,1.120018115571789,8.982151747343362,20.119946153480033,0.6392314769493411,0.43001631219153563,-0.18480774179945364,-0.0845811150354127,0.1626,19.785061751760367,2.89,0.20408090719972696,1.5197066789984806,-1.0204081632653061,200901
BKW_2009_01,BKW,30.0,2009,01,0.08247422680412386,12.60941884366667,11.748337450338292,12.961978639486947,15.669064787658836,,,,,5.047666740856147,2.1336725815915667,7.1813393224477124,107.61629200979301,21.26315136818684,0.7993004149123684,0.1873297640768951,-0.046918122041541305,-0.008545515512777763,0.0828999999999999,19.80649749103283,0.4788,0.12746014695298877,0.00630895381174919,14.538095238095236,200901
BSL_2009_01,BSL,56.0,2009,01,0.008571107931431232,15.888728900647708,14.063495783929286,16.03816568692898,19.052555285903342,,,,,7.657101993643456,1.2341722045651544,8.891274198208611,181.17437542136184,22.252131903457688,1.2276977833494944,0.1268979987816709,-0.2056251743017315,-0.08406470681136205,0.0078,22.172910513567064,1.4175,0.5710294073266567,-0.0785486092792872,-6.033631444983795,200901
CCL_2009_01,CCL,114.0,2009,01,-0.0043525571273121955,10.975139659621455,11.744981184671014,12.125529395939765,14.223107392328643,,,,,0.1284507785695434,0.2773796956100994,0.4058304741796428,3.3060636051728687,22.878159432740997,0.18547642972186326,0.44078049831263016,0.03702894339652574,-0.055216485962518845,0.2805999999999999,21.099782623098683,0.28,0.08489026057578627,0.047347317158685565,0.7912568306010923,200901
CEY_2009_01,CEY,49.0,2009,01,-0.14759036144578308,14.671914121036664,12.483473294823778,14.77815649189231,14.31701285426938,,,,,26.31218013185831,2.9493686445412894,29.2615487763996,18.45122360040228,20.63937489479748,0.7185180458324145,0.18506684604389137,-0.056712871763846276,-0.1468090473387707,0.1241,20.59429545564945,1.38,0.22458042833374076,-0.2297767882628304,-25.300353356890458,200901
CSR_2009_01,CSR,30.0,2009,01,-0.19035882758255163,13.376293714543603,12.979374835149926,13.890546599328509,17.87466235594408,,,,,1.8155573082448382,1.2207599785921524,3.0363172868369905,163.16486296160673,21.15717004260247,1.0280112662756735,0.2874844809473785,0.011063643841261284,-0.11371884251742909,0.0935,21.53712509266862,1.8003,0.3320121093281397,0.14110867987537037,-16.012569146672778,200901
